Año,Universidad,Carrera,H,M,Matricula
2022,ESCUELA DE ESTUDIOS PROFESIONALES DE ATLIXCO,LICENCIATURA EN DISEÑO GRÁFICO,7,4,11
2022,ESCUELA DE ESTUDIOS PROFESIONALES DE ATLIXCO,LICENCIATURA EN INGENIERÍA INDUSTRIAL,5,0,5
2022,ESCUELA DE ESTUDIOS PROFESIONALES DE ATLIXCO,LICENCIATURA EN INGENIERÍA QUÍMICA,1,3,4
2022,ESCUELA DE ESTUDIOS PROFESIONALES DE ATLIXCO,LICENCIATURA EN SISTEMAS COMPUTACIONALES APLICADOS A LA ADMINISTRACIÓN,13,4,17
2022,ESCUELA DE ESTUDIOS SUPERIORES EN MEDICINAS ALTERNATIVAS Y COMPLEMENTARIAS,LICENCIATURA EN COSMETRÍA Y MÉTODOS ALTERNATIVOS Y COMPLEMENTARIOS,1,12,13
2022,ESCUELA DE ESTUDIOS SUPERIORES EN MEDICINAS ALTERNATIVAS Y COMPLEMENTARIAS,LICENCIATURA EN MEDICINAS ALTERNATIVAS Y COMPLEMENTARIAS,38,76,114
2022,ESCUELA DE GASTRONOMÍA MARIA REYNA,LICENCIATURA EN GASTRONOMÍA,51,41,92
2022,ESCUELA DE JURISPRUDENCIA Y HUMANIDADES,LICENCIATURA EN COMUNICACIÓN,20,45,65
2022,ESCUELA DE JURISPRUDENCIA Y HUMANIDADES,LICENCIATURA EN DERECHO Y CIENCIAS SOCIALES,68,98,166
2022,ESCUELA DE JURISPRUDENCIA Y HUMANIDADES DE PUEBLA,LICENCIATURA EN DERECHO Y CIENCIAS SOCIALES,0,0,0
2022,ESCUELA DE LICENCIATURA EN TRABAJO SOCIAL IN-VÍA,LICENCIATURA EN TRABAJO SOCIAL,4,14,18
2022,"ESCUELA LIBRE DE DERECHO DE PUEBLA, A.C.",LICENCIATURA EN DERECHO,246,247,493
2022,ESCUELA LIBRE DE PSICOLOGÍA,LICENCIATURA EN PSICOLOGÍA,246,699,945
2022,ESCUELA NORMAL OFICIAL LIC. BENITO JUÁREZ,LICENCIATURA EN EDUCACIÓN ESPECIAL EN EL ÁREA DE ATENCIÓN INTELECTUAL,9,75,84
2022,ESCUELA NORMAL OFICIAL LIC. BENITO JUÁREZ,LICENCIATURA EN EDUCACIÓN PRIMARIA INTERCULTURAL BILINGÜE,32,89,121
2022,ESCUELA NORMAL OFICIAL LIC. BENITO JUÁREZ,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,69,97,166
2022,ESCUELA NORMAL PARTICULAR INCORPORADA YERMO Y PARRES,LICENCIATURA EN EDUCACIÓN PRIMARIA,1,58,59
2022,ESCUELA NORMAL PARTICULAR LIC. ADOLFO LOPEZ MATEOS,LICENCIATURA EN EDUCACIÓN PRIMARIA,21,57,78
2022,ESCUELA NORMAL PRIMARIA PROF. JESÚS MERINO NIETO,LICENCIATURA EN EDUCACIÓN PRIMARIA,27,80,107
2022,ESCUELA NORMAL PRIMARIA PROF. JESÚS MERINO NIETO,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,60,92,152
2022,ESCUELA NORMAL PRIMARIA SOR JUANA INÉS DE LA CRUZ,LICENCIATURA EN EDUCACIÓN PRIMARIA,27,103,130
2022,ESCUELA NORMAL PROF. DARIO RODRIGUEZ CRUZ,LICENCIATURA EN EDUCACIÓN PREESCOLAR,3,82,85
2022,ESCUELA NORMAL PROF. DARIO RODRIGUEZ CRUZ,LICENCIATURA EN EDUCACIÓN PREESCOLAR INTERCULTURAL BILINGÜE,0,30,30
2022,ESCUELA NORMAL PROF. DARIO RODRIGUEZ CRUZ,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,8,15,23
2022,ESCUELA NORMAL PROF. FIDEL MEZA Y SANCHEZ,LICENCIATURA EN EDUCACIÓN INICIAL,0,23,23
2022,ESCUELA NORMAL PROF. FIDEL MEZA Y SANCHEZ,LICENCIATURA EN EDUCACIÓN PREESCOLAR,1,113,114
2022,ESCUELA NORMAL PROF. FIDEL MEZA Y SANCHEZ,LICENCIATURA EN EDUCACIÓN PREESCOLAR INTERCULTURAL BILINGÜE,0,24,24
2022,ESCUELA NORMAL PROF. GUILLERMO MELGAREJO PALAFOX,LICENCIATURA EN EDUCACIÓN PRIMARIA,24,33,57
2022,ESCUELA NORMAL PUEBLA,LICENCIATURA EN EDUCACIÓN PREESCOLAR,0,63,63
2022,ESCUELA NORMAL PUEBLA,LICENCIATURA EN EDUCACIÓN PRIMARIA,9,28,37
2022,ESCUELA NORMAL RURAL CARMEN SERDÁN,LICENCIATURA EN EDUCACIÓN PREESCOLAR,0,29,29
2022,ESCUELA NORMAL RURAL CARMEN SERDÁN,LICENCIATURA EN EDUCACIÓN PRIMARIA,0,152,152
2022,ESCUELA NORMAL RURAL CARMEN SERDÁN,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,0,161,161
2022,ESCUELA NORMAL SUPERIOR BENAVENTE,LICENCIATURA EN EDUCACIÓN PREESCOLAR,0,81,81
2022,ESCUELA NORMAL SUPERIOR BENAVENTE,LICENCIATURA EN EDUCACIÓN PRIMARIA,26,60,86
2022,ESCUELA NORMAL SUPERIOR BENAVENTE,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN ESPAÑOL,6,18,24
2022,ESCUELA NORMAL SUPERIOR BENAVENTE,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN MATEMÁTICAS,10,6,16
2022,"ESCUELA NORMAL SUPERIOR DE LA MIXTECA BAJA, A.C.",LICENCIATURA EN EDUCACIÓN PREESCOLAR,5,52,57
2022,"ESCUELA NORMAL SUPERIOR DE LA MIXTECA BAJA, A.C.",LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN BIOLOGÍA,27,24,51
2022,"ESCUELA NORMAL SUPERIOR DE LA MIXTECA BAJA, A.C.",LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN ESPAÑOL,16,46,62
2022,"ESCUELA NORMAL SUPERIOR DE LA MIXTECA BAJA, A.C.",LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN HISTORIA,5,8,13
2022,"ESCUELA NORMAL SUPERIOR DE LA MIXTECA BAJA, A.C.",LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN MATEMÁTICAS,9,4,13
2022,"ESCUELA NORMAL SUPERIOR DE LA MIXTECA BAJA, A.C.",LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,29,37,66
2022,ESCUELA NORMAL SUPERIOR DE TEHUACÁN,LICENCIATURA EN EDUCACIÓN INICIAL,0,29,29
2022,ESCUELA NORMAL SUPERIOR DE TEHUACÁN,LICENCIATURA EN EDUCACIÓN PREESCOLAR,0,91,91
2022,ESCUELA NORMAL SUPERIOR DE TEHUACÁN,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN BIOLOGÍA,6,26,32
2022,ESCUELA NORMAL SUPERIOR DE TEHUACÁN,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN ESPAÑOL,17,54,71
2022,ESCUELA NORMAL SUPERIOR DE TEHUACÁN,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN HISTORIA,3,5,8
2022,ESCUELA NORMAL SUPERIOR DE TEHUACÁN,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN MATEMÁTICAS,9,20,29
2022,ESCUELA NORMAL SUPERIOR DE TEHUACÁN,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,15,37,52
2022,ESCUELA NORMAL SUPERIOR DEL ESTADO,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN BIOLOGÍA,26,48,74
2022,ESCUELA NORMAL SUPERIOR DEL ESTADO,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN ESPAÑOL,36,72,108
2022,ESCUELA NORMAL SUPERIOR DEL ESTADO,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN FÍSICA,6,11,17
2022,ESCUELA NORMAL SUPERIOR DEL ESTADO,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN FORMACIÓN CÍVICA Y ÉTICA,10,44,54
2022,ESCUELA NORMAL SUPERIOR DEL ESTADO,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN HISTORIA,37,26,63
2022,ESCUELA NORMAL SUPERIOR DEL ESTADO,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN LENGUA EXTRANJERA (INGLÉS),19,39,58
2022,ESCUELA NORMAL SUPERIOR DEL ESTADO,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN MATEMÁTICAS,32,53,85
2022,ESCUELA NORMAL SUPERIOR DEL ESTADO,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN QUÍMICA,14,18,32
2022,ESCUELA NORMAL SUPERIOR DEL ESTADO,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,9,7,16
2022,ESCUELA NORMAL SUPERIOR FEDERALIZADA DEL ESTADO DE PUEBLA,LICENCIATURA EN EDUCACIÓN INICIAL,0,61,61
2022,ESCUELA NORMAL SUPERIOR FEDERALIZADA DEL ESTADO DE PUEBLA,LICENCIATURA EN EDUCACIÓN PREESCOLAR,0,88,88
2022,ESCUELA NORMAL SUPERIOR FEDERALIZADA DEL ESTADO DE PUEBLA,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN ESPAÑOL,24,45,69
2022,ESCUELA NORMAL SUPERIOR FEDERALIZADA DEL ESTADO DE PUEBLA,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN HISTORIA,8,10,18
2022,ESCUELA NORMAL SUPERIOR FEDERALIZADA DEL ESTADO DE PUEBLA,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN LENGUA EXTRANJERA (INGLÉS),8,8,16
2022,ESCUELA NORMAL SUPERIOR FEDERALIZADA DEL ESTADO DE PUEBLA,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN MATEMÁTICAS,17,22,39
2022,ESCUELA NORMAL SUPERIOR FEDERALIZADA DEL ESTADO DE PUEBLA,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,50,87,137
2022,ESCUELA NORMAL VICENTE DE PAUL,LICENCIATURA EN EDUCACIÓN PREESCOLAR,0,102,102
2022,ESCUELA NORMAL VICENTE DE PAUL,LICENCIATURA EN EDUCACIÓN PRIMARIA,7,31,38
2022,ESCUELA PROFESIONAL DE DISEÑO DE MODAS PUEBLA,LICENCIATURA EN DISEÑO DE MODAS EMPRESARIAL,2,10,12
2022,ESCUELA PROFESIONAL DE DISEÑO DE MODAS PUEBLA,LICENCIATURA EN EMPRESAS DE DISEÑO DE MODAS,5,22,27
2022,ESCUELA RUDOLPH DIESEL,LICENCIATURA EN ADMINISTRACIÓN,2,1,3
2022,ESCUELA RUDOLPH DIESEL,LICENCIATURA EN INGENIERÍA DE DISEÑO AUTOMOTRIZ,41,8,49
2022,ESCUELA RUDOLPH DIESEL,LICENCIATURA EN INGENIERÍA DE MANUFACTURA AUTOMOTRIZ,5,2,7
2022,ESCUELA RUDOLPH DIESEL,LICENCIATURA EN INGENIERÍA MECÁNICA AUTOMOTRIZ,"1,199",23,"1,222"
2022,ESCUELA RUDOLPH DIESEL,LICENCIATURA EN INGENIERÍA EN ALIMENTOS Y NUTRICIÓN,0,2,2
2022,ESCUELA SUPERIOR AUDIOVISUAL,LICENCIATURA EN PRODUCCIÓN DE MEDIOS,17,3,20
2022,ESCUELA SUPERIOR DE CHOLULA,LICENCIATURA EN DISEÑO GRÁFICO,0,0,0
2022,ESCUELA SUPERIOR DE CHOLULA,LICENCIATURA EN INGENIERÍA INDUSTRIAL,0,0,0
2022,ESCUELA SUPERIOR DE CHOLULA,LICENCIATURA EN SISTEMAS COMPUTACIONALES,0,0,0
2022,ESCUELA SUPERIOR DE CIENCIAS Y HUMANIDADES,LICENCIATURA EN DISEÑO GRÁFICO,90,67,157
2022,ESCUELA SUPERIOR DE CIENCIAS Y HUMANIDADES,LICENCIATURA EN INGENIERÍA EN ADMINISTRACIÓN INDUSTRIAL,25,18,43
2022,ESCUELA SUPERIOR DE CIENCIAS Y HUMANIDADES,LICENCIATURA EN INGENIERÍA INDUSTRIAL,0,0,0
2022,ESCUELA SUPERIOR DE CIENCIAS Y HUMANIDADES,LICENCIATURA EN MERCADOTECNIA,0,0,0
2022,ESCUELA SUPERIOR DE CIENCIAS Y HUMANIDADES,LICENCIATURA EN MERCADOTECNIA ESTRATÉGICA,28,44,72
2022,ESCUELA SUPERIOR DE CIENCIAS Y HUMANIDADES,LICENCIATURA EN SISTEMAS COMPUTACIONALES,25,9,34
2022,ESCUELA SUPERIOR DE DANZA FOLKLORICA MEXICANA CACATL,LICENCIATURA EN DANZA FOLKLÓRICA MEXICANA,33,28,61
2022,"ESCUELA SUPERIOR DE MEDICINA VETERINARIA Y ZOOTECNIA, A.C.",LICENCIATURA EN ADMINISTRACIÓN DE LA FAUNA SILVESTRE,25,18,43
2022,"ESCUELA SUPERIOR DE MEDICINA VETERINARIA Y ZOOTECNIA, A.C.",MÉDICO VETERINARIO ZOOTECNISTA,176,143,319
2022,ESCUELA SUPERIOR DE MÚSICA FAUSTO DE ANDRÉS Y AGUIRRE,LICENCIATURA EN MÚSICA,4,3,7
2022,ESCUELA SUPERIOR DE MÚSICA FAUSTO DE ANDRÉS Y AGUIRRE,LICENCIATURA EN MÚSICA CANTANTE,1,1,2
2022,ESCUELA SUPERIOR DE MÚSICA FAUSTO DE ANDRÉS Y AGUIRRE,LICENCIATURA EN MÚSICA FLAUTISTA,0,0,0
2022,ESCUELA SUPERIOR DE MÚSICA FAUSTO DE ANDRÉS Y AGUIRRE,LICENCIATURA EN MÚSICA GUITARRISTA,2,0,2
2022,ESCUELA SUPERIOR DE MÚSICA FAUSTO DE ANDRÉS Y AGUIRRE,LICENCIATURA EN MÚSICA PERCUSIONISTA,0,0,0
2022,ESCUELA SUPERIOR DE MÚSICA FAUSTO DE ANDRÉS Y AGUIRRE,LICENCIATURA EN MÚSICA PIANISTA,1,0,1
2022,ESCUELA SUPERIOR DE MÚSICA FAUSTO DE ANDRÉS Y AGUIRRE,LICENCIATURA EN MÚSICA VIOLINISTA,2,0,2
2022,ESCUELA SUPERIOR DE MÚSICA FAUSTO DE ANDRÉS Y AGUIRRE,LICENCIATURA EN MÚSICA SAXOFONISTA,1,0,1
2022,ESCUELA SUPERIOR DE TURISMO ROBERTO CAÑEDO MARTINEZ,LICENCIATURA EN ARTES GASTRONÓMICAS,19,37,56
2022,ESCUELA SUPERIOR DE TURISMO ROBERTO CAÑEDO MARTINEZ,LICENCIATURA EN HOTELERÍA Y GASTRONOMÍA,0,0,0
2022,ESCUELA SUPERIOR DE TURISMO ROBERTO CAÑEDO MARTINEZ,LICENCIATURA EN PUERICULTURA Y DESARROLLO INFANTIL,0,46,46
2022,ESCUELA SUPERIOR DEL GOLFO DE MÉXICO,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,84,89,173
2022,ESCUELA SUPERIOR DEL GOLFO DE MÉXICO,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS,42,90,132
2022,ESCUELA SUPERIOR DEL GOLFO DE MÉXICO,LICENCIATURA EN CULTURA FÍSICA Y DEPORTIVA,37,14,51
2022,ESCUELA SUPERIOR DEL GOLFO DE MÉXICO,LICENCIATURA EN DERECHO,94,86,180
2022,ESCUELA SUPERIOR DEL GOLFO DE MÉXICO,LICENCIATURA EN GASTRONOMÍA,14,17,31
2022,ESCUELA SUPERIOR DEL GOLFO DE MÉXICO,LICENCIATURA EN INFORMÁTICA,0,0,0
2022,ESCUELA SUPERIOR DEL GOLFO DE MÉXICO,LICENCIATURA EN INGENIERÍA EN SISTEMAS COMPUTACIONALES,26,15,41
2022,ESCUELA SUPERIOR DEL GOLFO DE MÉXICO,LICENCIATURA EN LENGUAS,13,27,40
2022,ESCUELA SUPERIOR DEL GOLFO DE MÉXICO,LICENCIATURA EN PSICOLOGÍA,41,120,161
2022,ESTUDIO TV CENTRO ESPECIALIZADO EN TELEVISIÓN A. C. FAC. DE C. C.,LICENCIATURA EN PRODUCCIÓN DE MEDIOS DE COMUNICACIÓN,18,11,29
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,INGENIERÍA EN ELECTRÓNICA Y COMPUTADORAS,0,0,0
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,INGENIERÍA EN ELECTRÓNICA Y COMUNICACIONES,0,0,0
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,INGENIERÍA EN SISTEMAS COMPUTACIONALES,2,0,2
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,INGENIERÍA EN SISTEMAS Y TECNOLOGÍAS DE INFORMACIÓN,0,0,0
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN ACTUARIA,106,78,184
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,267,157,424
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN ADMINISTRACIÓN DE HOTELES Y RESTAURANTES,58,139,197
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,205,251,456
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN ADMINISTRACIÓN DE TECNOLOGÍAS DE INFORMACIÓN,6,4,10
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN ANIMACIÓN DIGITAL,53,38,91
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN ANTROPOLOGÍA CULTURAL,13,12,25
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN ARQUEOLOGÍA,8,11,19
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN ARQUITECTURA,156,148,304
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN ARQUITECTURA DE INTERIORES,14,130,144
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN ARTES CULINARIAS,34,63,97
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN ARTES PLÁSTICAS,17,60,77
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN BANCA E INVERSIONES,59,23,82
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN BIOLOGÍA,29,51,80
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN BIOQUÍMICA CLÍNICA,26,46,72
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN CIENCIA POLÍTICA,49,23,72
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN,0,0,0
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN CIENCIAS DE LA NUTRICIÓN,20,59,79
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN CIENCIAS FARMACÉUTICAS,6,23,29
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN COMUNICACIÓN,16,22,38
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN COMUNICACIÓN E IMAGEN PÚBLICA,11,69,80
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN COMUNICACIÓN Y PRODUCCIÓN DE MEDIOS,66,106,172
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN CONTADURÍA Y FINANZAS,1,0,1
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN DANZA,8,47,55
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN DERECHO,167,153,320
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN DISEÑO DE INFORMACIÓN,0,1,1
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN DISEÑO DE INFORMACIÓN VISUAL,38,137,175
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN DISEÑO E INFORMACIÓN VISUAL,16,55,71
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN ECONOMÍA,66,41,107
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN ENFERMERÍA,61,252,313
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN ESTRATEGIAS FINANCIERAS Y CONTADURÍA PÚBLICA,88,63,151
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN FINANZAS Y CONTADURÍA,18,14,32
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN FÍSICA,36,18,54
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN GESTIÓN DEL TURISMO,0,0,0
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN HISTORIA DEL ARTE,0,3,3
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN HISTORIA DEL ARTE Y CURADURÍA,7,25,32
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN HUMANIDADES,2,4,6
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN HUMANIDADES Y ESTUDIOS CULTURALES,1,5,6
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN IDIOMAS,5,37,42
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN INGENIERÍA AMBIENTAL,33,50,83
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN INGENIERÍA BIOMÉDICA,48,36,84
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN INGENIERÍA CIVIL,180,35,215
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN INGENIERÍA DE ALIMENTOS,2,4,6
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN INGENIERÍA EN ALIMENTOS,8,34,42
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN INGENIERÍA EN ELECTRÓNICA,31,8,39
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN INGENIERÍA EN ELECTRÓNICA Y COMUNICACIONES,7,1,8
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN INGENIERÍA EN ELECTRÓNICA Y SISTEMAS INTELIGENTES,0,0,0
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN INGENIERÍA EN LOGÍSTICA,16,32,48
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN INGENIERÍA EN MECATRÓNICA,166,20,186
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN INGENIERÍA EN SISTEMAS COMPUTACIONALES,68,11,79
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN INGENIERÍA EN SISTEMAS Y TECNOLOGÍAS DE INFORMACIÓN,7,2,9
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN INGENIERÍA INDUSTRIAL,205,91,296
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN INGENIERÍA MECÁNICA,152,14,166
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN INGENIERÍA MECATRÓNICA,28,3,31
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN INGENIERÍA QUÍMICA,60,63,123
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN INNOVACIONES EDUCATIVAS,7,33,40
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN LITERATURA,6,35,41
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN MATEMÁTICAS,0,0,0
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN MATEMÁTICAS Y ECONOMÍA,3,0,3
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN MÉDICO CIRUJANO,72,133,205
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN MERCADOTECNIA,101,156,257
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN MÚSICA,45,25,70
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN NANOTECNOLOGÍA E INGENIERÍA MOLECULAR,62,43,105
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN PSICOLOGÍA,11,24,35
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN PSICOLOGÍA CLÍNICA,33,121,154
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN PSICOLOGÍA ORGANIZACIONAL,8,32,40
2022,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,LICENCIATURA EN QUÍMICA,8,8,16
